case_id,row_index,true_target,predicted_class,predicted_probability,original_feature,display_feature,display_value,shap_value,direction,rank
GER_XAI_014,523,0,0,0.020744441,Attribute8,Installment rate (% disposable income),3,0.06495854258537292,increases higher-risk model output,9
GER_XAI_014,523,0,0,0.020744441,Attribute2,Credit duration (months),24,0.06332723051309586,increases higher-risk model output,10
GER_XAI_014,523,0,0,0.020744441,Attribute17,Job,Skilled employee or official,-0.045208580791950226,decreases higher-risk model output,11
GER_XAI_014,523,0,0,0.020744441,Attribute12,Property,Car or other property,-0.03828584402799606,decreases higher-risk model output,12
GER_XAI_014,523,0,0,0.020744441,Attribute16,Existing credits at bank,1,-0.033165063709020615,decreases higher-risk model output,13
GER_XAI_014,523,0,0,0.020744441,Attribute10,Other debtors or guarantors,None,-0.0245857834815979,decreases higher-risk model output,14
GER_XAI_014,523,0,0,0.020744441,Attribute18,Dependants,1,0.00587928993627429,increases higher-risk model output,15
GER_XAI_014,523,0,0,0.020744441,Attribute6,Savings account status,100 to < 500 DM,-0.0050922781229019165,decreases higher-risk model output,16
GER_XAI_014,523,0,0,0.020744441,Attribute11,Residence duration,4,0.0011163142044097185,increases higher-risk model output,17
GER_XAI_015,860,0,0,0.024179073,Attribute1,Checking account status,No checking account,-1.00606369972229,decreases higher-risk model output,1
GER_XAI_015,860,0,0,0.024179073,Attribute4,Credit purpose,Used car,-0.9602343440055847,decreases higher-risk model output,2
GER_XAI_015,860,0,0,0.024179073,Attribute6,Savings account status,>= 1000 DM,-0.6195804476737976,decreases higher-risk model output,3
GER_XAI_015,860,0,0,0.024179073,Attribute3,Credit history,Critical account or other existing credits,-0.6101912260055542,decreases higher-risk model output,4
GER_XAI_015,860,0,0,0.024179073,Attribute14,Other installment plans,None,-0.28222328424453735,decreases higher-risk model output,5
GER_XAI_015,860,0,0,0.024179073,Attribute5,Credit amount (DM),5804,-0.1369350552558899,decreases higher-risk model output,6
GER_XAI_015,860,0,0,0.024179073,Attribute12,Property,Real estate,-0.11956603825092316,decreases higher-risk model output,7
GER_XAI_015,860,0,0,0.024179073,Attribute8,Installment rate (% disposable income),4,0.11217974126338959,increases higher-risk model output,8
GER_XAI_015,860,0,0,0.024179073,Attribute15,Housing,Own,-0.09361979365348816,decreases higher-risk model output,9
GER_XAI_015,860,0,0,0.024179073,Attribute7,Employment duration,1 to < 4 years,-0.07179094105958939,decreases higher-risk model output,10
GER_XAI_015,860,0,0,0.024179073,Attribute19,Registered telephone,None,0.05257898196578026,increases higher-risk model output,11
GER_XAI_015,860,0,0,0.024179073,Attribute16,Existing credits at bank,2,0.04291302338242531,increases higher-risk model output,12
GER_XAI_015,860,0,0,0.024179073,Attribute17,Job,Skilled employee or official,-0.03955168277025223,decreases higher-risk model output,13
GER_XAI_015,860,0,0,0.024179073,Attribute2,Credit duration (months),24,0.024839352816343307,increases higher-risk model output,14
GER_XAI_015,860,0,0,0.024179073,Attribute10,Other debtors or guarantors,None,-0.010669147595763206,decreases higher-risk model output,15
GER_XAI_015,860,0,0,0.024179073,Attribute18,Dependants,1,-0.007332155480980873,decreases higher-risk model output,16
GER_XAI_015,860,0,0,0.024179073,Attribute11,Residence duration,2,-0.006864536553621292,decreases higher-risk model output,17
GER_XAI_016,293,0,0,0.48432785,Attribute4,Credit purpose,Used car,-0.9046198129653931,decreases higher-risk model output,1
GER_XAI_016,293,0,0,0.48432785,Attribute3,Credit history,Critical account or other existing credits,-0.4631853699684143,decreases higher-risk model output,2
GER_XAI_016,293,0,0,0.48432785,Attribute2,Credit duration (months),42,0.45183438062667847,increases higher-risk model output,3
GER_XAI_016,293,0,0,0.48432785,Attribute12,Property,Unknown or no property,0.32786235213279724,increases higher-risk model output,4
GER_XAI_016,293,0,0,0.48432785,Attribute6,Savings account status,< 100 DM,0.23457571864128113,increases higher-risk model output,5
GER_XAI_016,293,0,0,0.48432785,Attribute8,Installment rate (% disposable income),4,0.1888979822397232,increases higher-risk model output,6
GER_XAI_016,293,0,0,0.48432785,Attribute14,Other installment plans,None,-0.12119551002979279,decreases higher-risk model output,7
GER_XAI_016,293,0,0,0.48432785,Attribute5,Credit amount (DM),4796,0.10363776236772537,increases higher-risk model output,8
GER_XAI_016,293,0,0,0.48432785,Attribute1,Checking account status,>= 200 DM or salary assignment >= 1 year,0.07181891798973083,increases higher-risk model output,9
GER_XAI_016,293,0,0,0.48432785,Attribute15,Housing,For free,0.06707152724266052,increases higher-risk model output,10
GER_XAI_016,293,0,0,0.48432785,Attribute7,Employment duration,>= 7 years,-0.06120763719081879,decreases higher-risk model output,11
GER_XAI_016,293,0,0,0.48432785,Attribute19,Registered telephone,None,0.03998636454343796,increases higher-risk model output,12
GER_XAI_016,293,0,0,0.48432785,Attribute17,Job,Skilled employee or official,-0.03105403110384941,decreases higher-risk model output,13
GER_XAI_016,293,0,0,0.48432785,Attribute16,Existing credits at bank,1,-0.025262968614697456,decreases higher-risk model output,14
GER_XAI_016,293,0,0,0.48432785,Attribute18,Dependants,1,0.012068833224475384,increases higher-risk model output,15
GER_XAI_016,293,0,0,0.48432785,Attribute10,Other debtors or guarantors,None,0.010376771911978722,increases higher-risk model output,16
GER_XAI_016,293,0,0,0.48432785,Attribute11,Residence duration,4,0.0013649645261466503,increases higher-risk model output,17
GER_XAI_017,297,0,0,0.48025113,Attribute1,Checking account status,No checking account,-0.822830080986023,decreases higher-risk model output,1
GER_XAI_017,297,0,0,0.48025113,Attribute10,Other debtors or guarantors,Co-applicant,0.5463712811470032,increases higher-risk model output,2
GER_XAI_017,297,0,0,0.48025113,Attribute2,Credit duration (months),10,-0.3419552147388458,decreases higher-risk model output,3
GER_XAI_017,297,0,0,0.48025113,Attribute4,Credit purpose,New car,0.3013955354690552,increases higher-risk model output,4
GER_XAI_017,297,0,0,0.48025113,Attribute6,Savings account status,Unknown or no savings account,-0.22659020125865936,decreases higher-risk model output,5
GER_XAI_017,297,0,0,0.48025113,Attribute5,Credit amount (DM),1287,0.2237074077129364,increases higher-risk model output,6
GER_XAI_017,297,0,0,0.48025113,Attribute14,Other installment plans,None,-0.17584818601608276,decreases higher-risk model output,7
GER_XAI_017,297,0,0,0.48025113,Attribute3,Credit history,Existing credits paid duly to date,0.15449054539203644,increases higher-risk model output,8
GER_XAI_017,297,0,0,0.48025113,Attribute8,Installment rate (% disposable income),4,0.12860512733459473,increases higher-risk model output,9
GER_XAI_017,297,0,0,0.48025113,Attribute15,Housing,Own,-0.12031673640012741,decreases higher-risk model output,10
GER_XAI_017,297,0,0,0.48025113,Attribute19,Registered telephone,None,0.11900070309638977,increases higher-risk model output,11
GER_XAI_017,297,0,0,0.48025113,Attribute17,Job,Unskilled resident,0.07709282636642456,increases higher-risk model output,12
GER_XAI_017,297,0,0,0.48025113,Attribute7,Employment duration,>= 7 years,-0.06558793783187866,decreases higher-risk model output,13
GER_XAI_017,297,0,0,0.48025113,Attribute12,Property,Building society savings or life insurance,0.05259690061211586,increases higher-risk model output,14
GER_XAI_017,297,0,0,0.48025113,Attribute11,Residence duration,2,0.04073856770992279,increases higher-risk model output,15
GER_XAI_017,297,0,0,0.48025113,Attribute18,Dependants,1,-0.0075769140385091305,decreases higher-risk model output,16
GER_XAI_017,297,0,0,0.48025113,Attribute16,Existing credits at bank,1,0.0033490934874862432,increases higher-risk model output,17
GER_XAI_018,579,0,0,0.47793216,Attribute1,Checking account status,No checking account,-1.3389636278152466,decreases higher-risk model output,1
GER_XAI_018,579,0,0,0.47793216,Attribute7,Employment duration,< 1 year,0.42783764004707336,increases higher-risk model output,2
GER_XAI_018,579,0,0,0.47793216,Attribute2,Credit duration (months),24,0.2421344667673111,increases higher-risk model output,3
GER_XAI_018,579,0,0,0.47793216,Attribute6,Savings account status,< 100 DM,0.1656070351600647,increases higher-risk model output,4
GER_XAI_018,579,0,0,0.47793216,Attribute14,Other installment plans,None,-0.16117259860038757,decreases higher-risk model output,5
GER_XAI_018,579,0,0,0.47793216,Attribute3,Credit history,Existing credits paid duly to date,0.1530577838420868,increases higher-risk model output,6
GER_XAI_018,579,0,0,0.47793216,Attribute8,Installment rate (% disposable income),4,0.1497039943933487,increases higher-risk model output,7
GER_XAI_018,579,0,0,0.47793216,Attribute15,Housing,Own,-0.1093636080622673,decreases higher-risk model output,8
GER_XAI_018,579,0,0,0.47793216,Attribute12,Property,Car or other property,0.10798729956150055,increases higher-risk model output,9
GER_XAI_018,579,0,0,0.47793216,Attribute19,Registered telephone,None,0.09775130450725555,increases higher-risk model output,10
GER_XAI_018,579,0,0,0.47793216,Attribute17,Job,Unskilled resident,0.08000299334526062,increases higher-risk model output,11
GER_XAI_018,579,0,0,0.47793216,Attribute4,Credit purpose,Retraining,0.07206541299819946,increases higher-risk model output,12
GER_XAI_018,579,0,0,0.47793216,Attribute5,Credit amount (DM),937,0.031343769282102585,increases higher-risk model output,13
GER_XAI_018,579,0,0,0.47793216,Attribute16,Existing credits at bank,2,-0.023174650967121124,decreases higher-risk model output,14
GER_XAI_018,579,0,0,0.47793216,Attribute10,Other debtors or guarantors,None,-0.01823453977704048,decreases higher-risk model output,15
GER_XAI_018,579,0,0,0.47793216,Attribute11,Residence duration,3,0.007064938545227051,increases higher-risk model output,16
GER_XAI_018,579,0,0,0.47793216,Attribute18,Dependants,1,-0.0062970975413918495,decreases higher-risk model output,17
GER_XAI_019,804,0,0,0.4572692,Attribute6,Savings account status,Unknown or no savings account,-0.40466544032096863,decreases higher-risk model output,1
GER_XAI_019,804,0,0,0.4572692,Attribute15,Housing,Rent,0.34965962171554565,increases higher-risk model output,2
GER_XAI_019,804,0,0,0.4572692,Attribute12,Property,Real estate,-0.32587361335754395,decreases higher-risk model output,3
GER_XAI_019,804,0,0,0.4572692,Attribute8,Installment rate (% disposable income),1,-0.2612527906894684,decreases higher-risk model output,4
GER_XAI_019,804,0,0,0.4572692,Attribute1,Checking account status,0 to < 200 DM,0.2287353128194809,increases higher-risk model output,5
GER_XAI_019,804,0,0,0.4572692,Attribute2,Credit duration (months),12,-0.1894267052412033,decreases higher-risk model output,6
GER_XAI_019,804,0,0,0.4572692,Attribute3,Credit history,Existing credits paid duly to date,0.1886931210756302,increases higher-risk model output,7
GER_XAI_019,804,0,0,0.4572692,Attribute4,Credit purpose,New car,0.17425186932086945,increases higher-risk model output,8
GER_XAI_019,804,0,0,0.4572692,Attribute7,Employment duration,Unemployed,0.10126742720603943,increases higher-risk model output,9
GER_XAI_019,804,0,0,0.4572692,Attribute14,Other installment plans,None,-0.09552720189094543,decreases higher-risk model output,10
GER_XAI_019,804,0,0,0.4572692,Attribute16,Existing credits at bank,1,-0.05477428063750267,decreases higher-risk model output,11
GER_XAI_019,804,0,0,0.4572692,Attribute19,Registered telephone,None,0.05131560564041138,increases higher-risk model output,12
GER_XAI_019,804,0,0,0.4572692,Attribute5,Credit amount (DM),7472,-0.0341419018805027,decreases higher-risk model output,13
GER_XAI_019,804,0,0,0.4572692,Attribute17,Job,Unemployed or unskilled non-resident,0.024573659524321556,increases higher-risk model output,14
GER_XAI_019,804,0,0,0.4572692,Attribute11,Residence duration,2,0.023201553151011467,increases higher-risk model output,15
GER_XAI_019,804,0,0,0.4572692,Attribute18,Dependants,1,0.01028374768793583,increases higher-risk model output,16
GER_XAI_019,804,0,0,0.4572692,Attribute10,Other debtors or guarantors,None,0.00801778119057417,increases higher-risk model output,17
GER_XAI_020,263,0,0,0.45461446,Attribute14,Other installment plans,Bank,0.8489404916763306,increases higher-risk model output,1
GER_XAI_020,263,0,0,0.45461446,Attribute1,Checking account status,No checking account,-0.829222559928894,decreases higher-risk model output,2
GER_XAI_020,263,0,0,0.45461446,Attribute4,Credit purpose,Education,0.6791638731956482,increases higher-risk model output,3
GER_XAI_020,263,0,0,0.45461446,Attribute3,Credit history,Critical account or other existing credits,-0.4820539355278015,decreases higher-risk model output,4
GER_XAI_020,263,0,0,0.45461446,Attribute2,Credit duration (months),12,-0.4132944941520691,decreases higher-risk model output,5
GER_XAI_020,263,0,0,0.45461446,Attribute5,Credit amount (DM),2748,-0.3401850461959839,decreases higher-risk model output,6
GER_XAI_020,263,0,0,0.45461446,Attribute12,Property,Unknown or no property,0.21017664670944214,increases higher-risk model output,7
GER_XAI_020,263,0,0,0.45461446,Attribute8,Installment rate (% disposable income),2,-0.2078261375427246,decreases higher-risk model output,8
GER_XAI_020,263,0,0,0.45461446,Attribute6,Savings account status,< 100 DM,0.12039433419704437,increases higher-risk model output,9
GER_XAI_020,263,0,0,0.45461446,Attribute19,Registered telephone,None,0.07177068293094635,increases higher-risk model output,10
GER_XAI_020,263,0,0,0.45461446,Attribute16,Existing credits at bank,3,0.06762908399105072,increases higher-risk model output,11
GER_XAI_020,263,0,0,0.45461446,Attribute17,Job,Unskilled resident,0.06094866991043091,increases higher-risk model output,12
GER_XAI_020,263,0,0,0.45461446,Attribute7,Employment duration,>= 7 years,0.04904019087553024,increases higher-risk model output,13
GER_XAI_020,263,0,0,0.45461446,Attribute11,Residence duration,4,-0.04355046898126602,decreases higher-risk model output,14
GER_XAI_020,263,0,0,0.45461446,Attribute15,Housing,For free,0.015492811799049377,increases higher-risk model output,15
GER_XAI_020,263,0,0,0.45461446,Attribute18,Dependants,1,-0.014574193395674229,decreases higher-risk model output,16
GER_XAI_020,263,0,0,0.45461446,Attribute10,Other debtors or guarantors,None,-0.009214264340698719,decreases higher-risk model output,17
