feature_a,feature_b,raw_spearman,valid_only_spearman,absolute_raw_spearman,absolute_valid_only_spearman,valid_pair_count,absolute_difference
months_since_first_trade,nr_banks_with_high_ratio,0.18385890406275543,-0.044460113697117325,0.18385890406275543,0.044460113697117325,9061,0.22831901775987276
average_duration_of_resolution,percentage_of_legal_trades,0.130138530384532,-0.04365326328352921,0.130138530384532,0.04365326328352921,9871,0.1737917936680612
percentage_of_installment_trades,months_since_last_inquiry_not_recent,0.15777172681355253,-0.04357063859829187,0.15777172681355253,0.04357063859829187,7540,0.20134236541184442
maximum_illegal_trades,nr_inquiries_in_last_6_months_not_recent,0.1397158346376192,-0.04270254174541423,0.1397158346376192,0.04270254174541423,9871,0.18241837638303343
maximum_illegal_trades,nr_inquiries_in_last_6_months,0.13966165766829505,-0.04207507542578282,0.13966165766829505,0.04207507542578282,9871,0.18173673309407787
months_since_last_inquiry_not_recent,net_fraction_of_installment_burden,0.1936895560113848,-0.04140575819559442,0.1936895560113848,0.04140575819559442,5000,0.2350953142069792
months_since_last_inquiry_not_recent,nr_revolving_trades_with_balance,0.18543665578436908,-0.041213526289230945,0.18543665578436908,0.041213526289230945,7431,0.22665018207360002
net_fraction_of_revolving_burden,net_fraction_of_installment_burden,0.28785154485153164,0.04050138323057781,0.28785154485153164,0.04050138323057781,6359,0.24735016162095383
nr_trades_insolvent_for_over_60_days,nr_trades_initiated_in_last_year,0.1595748537537226,-0.039300854028526296,0.1595748537537226,0.039300854028526296,9871,0.1988757077822489
percentage_of_installment_trades,nr_inquiries_in_last_6_months,0.19764554978335647,0.038885255909199855,0.19764554978335647,0.038885255909199855,9871,0.1587602938741566
percentage_of_installment_trades,nr_inquiries_in_last_6_months_not_recent,0.19707213267865986,0.037599560412189204,0.19707213267865986,0.037599560412189204,9871,0.15947257226647066
number_of_satisfactory_trades,net_fraction_of_revolving_burden,0.17153316041113806,-0.03587844646810862,0.17153316041113806,0.03587844646810862,9685,0.20741160687924667
number_of_satisfactory_trades,maximum_illegal_trades_over_last_year,0.13897201927316688,-0.03431467684860446,0.13897201927316688,0.03431467684860446,9871,0.17328669612177133
number_of_satisfactory_trades,net_fraction_of_installment_burden,0.30643250642131636,-0.034034587030199674,0.30643250642131636,0.034034587030199674,6452,0.34046709345151605
percentage_of_legal_trades,nr_installment_trades_with_balance,0.13086981311055387,-0.03330298206033462,0.13086981311055387,0.03330298206033462,9010,0.1641727951708885
months_since_last_trade,months_since_last_inquiry_not_recent,0.1227933640978885,0.032982128331134716,0.1227933640978885,0.032982128331134716,7540,0.08981123576675379
nr_trades_insolvent_for_over_60_days,months_since_last_illegal_trade,0.5412571646175053,-0.030909889654403132,0.5412571646175053,0.030909889654403132,5031,0.5721670542719084
nr_trades_initiated_in_last_year,months_since_last_inquiry_not_recent,0.22190453804377958,-0.03000543769358615,0.22190453804377958,0.03000543769358615,7540,0.25190997573736573
nr_trades_insolvent_for_over_60_days,nr_banks_with_high_ratio,0.18137439954039195,0.029712995799990434,0.18137439954039195,0.029712995799990434,9288,0.15166140374040152
nr_trades_insolvent_for_over_90_days,nr_trades_initiated_in_last_year,0.18539275820872675,-0.02895625573417006,0.18539275820872675,0.02895625573417006,9871,0.2143490139428968
average_duration_of_resolution,maximum_illegal_trades_over_last_year,0.14379983829536389,-0.028451096562921187,0.14379983829536389,0.028451096562921187,9871,0.17225093485828508
nr_trades_insolvent_for_over_60_days,nr_revolving_trades_with_balance,0.1572266855097719,-0.028164807131026384,0.1572266855097719,0.028164807131026384,9715,0.1853914926407983
percentage_of_installment_trades,nr_banks_with_high_ratio,0.0638803144402352,-0.028054526804898307,0.0638803144402352,0.028054526804898307,9288,0.09193484124513351
months_since_first_trade,nr_trades_insolvent_for_over_60_days,0.1629917035768879,-0.02744416782560553,0.1629917035768879,0.02744416782560553,9632,0.1904358714024934
percentage_of_legal_trades,net_fraction_of_installment_burden,0.14653301595329243,0.026119974984309773,0.14653301595329243,0.026119974984309773,6452,0.12041304096898266
estimate_of_risk,nr_total_trades,0.13926475903863558,-0.025595778797111453,0.13926475903863558,0.025595778797111453,9861,0.16486053783574703
maximum_illegal_trades_over_last_year,net_fraction_of_installment_burden,0.11297771698626717,0.024852562452654315,0.11297771698626717,0.024852562452654315,6452,0.08812515453361286
nr_trades_insolvent_for_over_60_days,nr_installment_trades_with_balance,0.21287114728093748,0.024372920350686302,0.21287114728093748,0.024372920350686302,9010,0.18849822693025117
months_since_last_trade,nr_trades_insolvent_for_over_60_days,0.20711141856604243,0.023507955381800876,0.20711141856604243,0.023507955381800876,9871,0.18360346318424156
percentage_of_legal_trades,nr_inquiries_in_last_6_months_not_recent,0.15432891777547814,-0.02291400411113776,0.15432891777547814,0.02291400411113776,9871,0.1772429218866159
percentage_of_legal_trades,nr_inquiries_in_last_6_months,0.15391537252455206,-0.022741433576601373,0.15391537252455206,0.022741433576601373,9871,0.17665680610115345
nr_total_trades,net_fraction_of_installment_burden,0.29569021993007427,-0.021525358645304218,0.29569021993007427,0.021525358645304218,6452,0.31721557857537847
net_fraction_of_installment_burden,nr_banks_with_high_ratio,0.26138219813638636,0.02072261444290447,0.26138219813638636,0.02072261444290447,6109,0.2406595836934819
months_since_last_illegal_trade,maximum_illegal_trades,-0.4850805249654035,0.020718295832494033,0.4850805249654035,0.020718295832494033,5031,0.5057988207978975
months_since_first_trade,nr_installment_trades_with_balance,0.1310809799491706,-0.020386561647664683,0.1310809799491706,0.020386561647664683,8795,0.1514675415968353
percentage_of_legal_trades,nr_revolving_trades_with_balance,0.1562004927760056,-0.01949131622029232,0.1562004927760056,0.01949131622029232,9715,0.1756918089962979
estimate_of_risk,number_of_satisfactory_trades,0.17708630392737082,0.019395914165710793,0.17708630392737082,0.019395914165710793,9861,0.15769038976166003
months_since_first_trade,maximum_illegal_trades_over_last_year,0.15117400014232846,-0.018798212802618106,0.15117400014232846,0.018798212802618106,9632,0.16997221294494658
months_since_first_trade,maximum_illegal_trades,0.1509548981304397,-0.018789755137754452,0.1509548981304397,0.018789755137754452,9632,0.16974465326819416
nr_total_trades,net_fraction_of_revolving_burden,0.18185856956277674,-0.01810419491024571,0.18185856956277674,0.01810419491024571,9685,0.19996276447302244
months_since_last_illegal_trade,nr_inquiries_in_last_6_months,0.20903817825866086,0.0181032804271352,0.20903817825866086,0.0181032804271352,5031,0.19093489783152567
net_fraction_of_installment_burden,nr_revolving_trades_with_balance,0.26458345120874993,-0.017161616164995643,0.26458345120874993,0.017161616164995643,6374,0.28174506737374555
months_since_last_illegal_trade,nr_inquiries_in_last_6_months_not_recent,0.20996444560454955,0.017126861210069108,0.20996444560454955,0.017126861210069108,5031,0.19283758439448045
months_since_last_trade,percentage_trades_with_balance,0.16876231409589318,0.01543184497814871,0.16876231409589318,0.01543184497814871,9853,0.15333046911774448
maximum_illegal_trades,net_fraction_of_installment_burden,0.1311564218983021,0.014951723349239927,0.1311564218983021,0.014951723349239927,6452,0.11620469854906217
months_since_last_illegal_trade,nr_total_trades,0.21783402562641271,-0.014633320357114477,0.21783402562641271,0.014633320357114477,5031,0.2324673459835272
maximum_illegal_trades,nr_trades_initiated_in_last_year,0.18280591580177646,0.013876046267104545,0.18280591580177646,0.013876046267104545,9871,0.16892986953467193
average_duration_of_resolution,months_since_last_illegal_trade,0.19970201619671696,-0.013672495753337429,0.19970201619671696,0.013672495753337429,5031,0.21337451195005439
average_duration_of_resolution,nr_trades_insolvent_for_over_60_days,0.1983205872378176,0.01312159325404178,0.1983205872378176,0.01312159325404178,9871,0.18519899398377582
months_since_last_trade,nr_trades_insolvent_for_over_90_days,0.21476402693885277,0.012809558298702162,0.21476402693885277,0.012809558298702162,9871,0.2019544686401506
months_since_last_inquiry_not_recent,nr_installment_trades_with_balance,0.20561890480269343,-0.012726938025198484,0.20561890480269343,0.012726938025198484,6916,0.2183458428278919
nr_trades_insolvent_for_over_90_days,nr_installment_trades_with_balance,0.2146271981116334,0.011938532641712367,0.2146271981116334,0.011938532641712367,9010,0.202688665469921
average_duration_of_resolution,nr_trades_insolvent_for_over_90_days,0.1948804525852739,-0.011893237615585243,0.1948804525852739,0.011893237615585243,9871,0.20677369020085914
number_of_satisfactory_trades,maximum_illegal_trades,0.17746796687519303,0.011177090459309966,0.17746796687519303,0.011177090459309966,9871,0.16629087641588308
months_since_last_illegal_trade,percentage_of_installment_trades,0.23534352267297498,-0.011057814285085012,0.23534352267297498,0.011057814285085012,5031,0.24640133695806
nr_trades_insolvent_for_over_90_days,nr_banks_with_high_ratio,0.18325904890353595,0.010937700886964254,0.18325904890353595,0.010937700886964254,9288,0.1723213480165717
nr_trades_insolvent_for_over_60_days,net_fraction_of_installment_burden,0.20504517321509863,-0.009658119193941836,0.20504517321509863,0.009658119193941836,6452,0.21470329240904046
months_since_last_trade,maximum_illegal_trades_over_last_year,0.160434381105885,-0.008890192966614776,0.160434381105885,0.008890192966614776,9871,0.1693245740724998
nr_trades_initiated_in_last_year,percentage_trades_with_balance,0.15975027733908784,-0.006975909580111677,0.15975027733908784,0.006975909580111677,9853,0.16672618691919952
nr_trades_insolvent_for_over_90_days,net_fraction_of_installment_burden,0.21678107020758502,-0.0068325523946658594,0.21678107020758502,0.0068325523946658594,6452,0.22361362260225087
net_fraction_of_installment_burden,nr_installment_trades_with_balance,0.6531574933814047,-0.006501244100732741,0.6531574933814047,0.006501244100732741,6452,0.6596587374821374
maximum_illegal_trades_over_last_year,nr_trades_initiated_in_last_year,0.17559915929982334,0.005965702893431305,0.17559915929982334,0.005965702893431305,9871,0.16963345640639202
nr_trades_initiated_in_last_year,percentage_of_installment_trades,0.16714690363815254,0.0058299208666539445,0.16714690363815254,0.0058299208666539445,9871,0.1613169827714986
months_since_first_trade,months_since_last_illegal_trade,0.1943913524251301,-0.005606762749946028,0.1943913524251301,0.005606762749946028,4916,0.19999811517507612
months_since_last_trade,percentage_of_installment_trades,0.15545620330451992,-0.004907015660046335,0.15545620330451992,0.004907015660046335,9871,0.16036321896456626
nr_trades_insolvent_for_over_90_days,months_since_last_illegal_trade,0.45418111049743537,0.0034556437824895623,0.45418111049743537,0.0034556437824895623,5031,0.4507254667149458
months_since_last_trade,maximum_illegal_trades,0.16561166528739374,-0.0034460809466569263,0.16561166528739374,0.0034460809466569263,9871,0.16905774623405068
months_since_first_trade,percentage_of_legal_trades,0.166650495345389,0.00267031600004034,0.166650495345389,0.00267031600004034,9632,0.16398017934534867
number_of_satisfactory_trades,months_since_last_illegal_trade,0.19128372478830388,-0.0021451256851729695,0.19128372478830388,0.0021451256851729695,5031,0.19342885047347685
average_duration_of_resolution,nr_revolving_trades_with_balance,0.17467969112576393,-0.00018290230781563163,0.17467969112576393,0.00018290230781563163,9715,0.17486259343357954
